total_loss,recon_loss,contrast_loss,local_contrast,global_contrast,gate_spatial_mean,gate_expr_mean,spatial_weight,expr_weight,px_r_mean,px_r_std,epoch,lr,time
2977.348876953125,2910.368408203125,66.98037719726562,0.5409654974937439,2.2670881748199463,0.5024270415306091,0.49838772416114807,0.5024270415306091,0.49838772416114807,54.570926666259766,5.764423622167669e-05,1,0.0004999864294179643,3.288452625274658
2942.6533203125,2877.358642578125,65.29476165771484,0.5397612452507019,2.185215711593628,0.49957922101020813,0.4967126250267029,0.49957922101020813,0.4967126250267029,54.54374694824219,0.00015647280088160187,2,0.0004999457191600243,2.516568660736084
2908.509765625,2844.8525390625,63.657142639160156,0.5150806903839111,2.152695655822754,0.4970998466014862,0.49483925104141235,0.4970998466014862,0.49483925104141235,54.51690673828125,0.0004344410845078528,3,0.0004998778736905186,2.49811053276062
2870.33984375,2806.4755859375,63.86418914794922,0.5036824941635132,2.1858444213867188,0.4957083761692047,0.49347829818725586,0.4957083761692047,0.49347829818725586,54.49070739746094,0.0009863532613962889,4,0.0004997829004494675,2.5108721256256104
2825.210205078125,2762.28369140625,62.926597595214844,0.4977512061595917,2.150827407836914,0.4949338138103485,0.49249982833862305,0.4949338138103485,0.49249982833862305,54.46531677246094,0.0018070423975586891,5,0.0004996608098517571,2.5298385620117188
2777.38623046875,2714.288330078125,63.097957611083984,0.4955309331417084,2.1638360023498535,0.494233638048172,0.4917457699775696,0.494233638048172,0.4917457699775696,54.44081497192383,0.0028754500672221184,6,0.0004995116152859973,2.5057058334350586
2725.050537109375,2662.596923828125,62.45356750488281,0.49458640813827515,2.1335055828094482,0.4934815466403961,0.49117523431777954,0.4934815466403961,0.49117523431777954,54.41722869873047,0.004168991930782795,7,0.0004993353331130534,2.5044853687286377
2669.333251953125,2607.900146484375,61.43306350708008,0.49384739995002747,2.083958387374878,0.49268215894699097,0.49068161845207214,0.49268215894699097,0.49068161845207214,54.39459991455078,0.005665346514433622,8,0.0004991319826642524,2.5018060207366943
2614.346923828125,2552.13427734375,62.212562561035156,0.4942740797996521,2.122079849243164,0.49186086654663086,0.4902670383453369,0.49186086654663086,0.4902670383453369,54.37290954589844,0.0073374793864786625,9,0.0004989015862392623,2.500659704208374
2555.267578125,2493.70166015625,61.56586456298828,0.49540016055107117,2.0874929428100586,0.490982323884964,0.4900745153427124,0.490982323884964,0.4900745153427124,54.35216522216797,0.009160824120044708,10,0.0004986441691036477,2.5027220249176025
2494.749267578125,2433.60107421875,61.148284912109375,0.4964655935764313,2.064483165740967,0.4901275336742401,0.48996439576148987,0.4901275336742401,0.48996439576148987,54.332332611083984,0.0111133623868227,11,0.0004983597594860981,2.4995291233062744
2430.1982421875,2369.10986328125,61.088314056396484,0.49812009930610657,2.058175563812256,0.48942267894744873,0.4899153709411621,0.48942267894744873,0.4899153709411621,54.313419342041016,0.013174029998481274,12,0.0004980483885753333,2.5202133655548096
2365.453857421875,2306.25634765625,59.197471618652344,0.4992700517177582,1.9613336324691772,0.48879095911979675,0.48979443311691284,0.48879095911979675,0.48979443311691284,54.29537582397461,0.015323571860790253,13,0.0004977100905166823,2.495048761367798
